sample_id,name_key,name,n_playlists,has_purpose,purpose_note,confidence,model
484,may 2016,May 2016,262,no,,,gpt-4o-mini
485,the goods,The GOODS,262,no,,,gpt-4o-mini
486,the weeknd,THE WEEKND,262,no,,,gpt-4o-mini
487,untitled,Untitled,262,no,,,gpt-4o-mini
488,writing,writing,262,yes,for writing sessions,mid,gpt-4o-mini
489,electric,Electric,261,no,,,gpt-4o-mini
490,old stuff,old stuff,261,no,,,gpt-4o-mini
491,peace,Peace,261,no,,,gpt-4o-mini
492,best of the best,Best of the best,260,no,,,gpt-4o-mini
493,us,US,260,no,,,gpt-4o-mini
494,vibing,Vibing,260,no,,,gpt-4o-mini
495,chill songs,Chill Songs,258,yes,for relaxation,mid,gpt-4o-mini
496,in my feelings,in my feelings,258,no,,,gpt-4o-mini
497,soccer,Soccer,258,yes,for soccer games,high,gpt-4o-mini
498,cruising,Cruising,257,yes,for driving,high,gpt-4o-mini
499,halloween party,halloween party,257,yes,for Halloween parties,high,gpt-4o-mini
500,the feel-good flavors playlist,The Feel-Good Flavors Playlist,256,no,,,gpt-4o-mini
501,hey,hey,255,no,,,gpt-4o-mini
502,best of 2016,Best of 2016,254,no,,,gpt-4o-mini
503,country favs,country favs,254,no,,,gpt-4o-mini
504,karaoke,karaoke,254,yes,for karaoke,high,gpt-4o-mini
505,country 2,Country 2,253,no,,,gpt-4o-mini
506,waves,Waves,253,no,,,gpt-4o-mini
507,disney songs,Disney Songs,252,no,,,gpt-4o-mini
508,mexico,mexico,252,no,,,gpt-4o-mini
509,yas,Yas,252,no,,,gpt-4o-mini
510,simp,Simp,251,no,,,gpt-4o-mini
511,summer 2k16,summer 2k16,251,no,,,gpt-4o-mini
512,2k17,2k17,250,no,,,gpt-4o-mini
513,alternative rock,Alternative Rock,250,no,,,gpt-4o-mini
514,angst,angst,250,no,,,gpt-4o-mini
515,country love,country love,250,no,,,gpt-4o-mini
516,espanol,Espanol,250,no,,,gpt-4o-mini
517,graduation,GRADUATION,250,yes,for graduation celebrations,high,gpt-4o-mini
518,eh,eh,249,no,,,gpt-4o-mini
519,summer16,summer16,249,no,,,gpt-4o-mini
520,yacht rock,Yacht Rock,249,no,,,gpt-4o-mini
521,road trippin',Road Trippin',248,yes,road trip music,high,gpt-4o-mini
522,one,One,247,no,,,gpt-4o-mini
523,feelz,feelz,246,no,,,gpt-4o-mini
524,half marathon,Half marathon,246,yes,training for a marathon,high,gpt-4o-mini
525,irish,Irish,246,no,,,gpt-4o-mini
526,october 2016,October 2016,246,no,,,gpt-4o-mini
527,rock n roll,Rock n roll,246,no,,,gpt-4o-mini
528,roots,roots,246,no,,,gpt-4o-mini
529,weekend,weekend,246,yes,weekend vibes,mid,gpt-4o-mini
530,yep,yep,246,no,,,gpt-4o-mini
531,🤘🏼,🤘🏼,246,no,,,gpt-4o-mini
532,get lit,Get LIT,245,yes,party atmosphere,mid,gpt-4o-mini
533,ski,Ski,245,yes,skiing music,high,gpt-4o-mini
534,dancing,Dancing,244,yes,dancing music,high,gpt-4o-mini
535,party bus,Party bus,244,yes,party transportation,high,gpt-4o-mini
536,kanye,Kanye,242,no,,,gpt-4o-mini
537,noosa tastiest playlist,Noosa Tastiest Playlist,242,no,,,gpt-4o-mini
538,random songs,random songs,242,no,,,gpt-4o-mini
539,slow it down,slow it down,242,yes,relaxing music,mid,gpt-4o-mini
540,tailgate,tailgate,242,yes,tailgating music,high,gpt-4o-mini
541,car songs,car songs,241,yes,music for driving,high,gpt-4o-mini
542,current favorites,Current Favorites,241,no,,,gpt-4o-mini
543,guitar,Guitar,241,no,,,gpt-4o-mini
544,dinner party,Dinner Party,240,yes,social gathering,high,gpt-4o-mini
545,swag,swag,240,no,,,gpt-4o-mini
546,wedding dinner,Wedding Dinner,240,yes,wedding dinner music,high,gpt-4o-mini
547,winter 2015,winter 2015,240,no,,,gpt-4o-mini
548,happy songs,happy songs,239,yes,feel-good songs,mid,gpt-4o-mini
549,lovely,Lovely,239,no,,,gpt-4o-mini
550,reggeaton,reggeaton,239,no,,,gpt-4o-mini
551,august 2016,August 2016,238,no,,,gpt-4o-mini
552,country playlist,Country Playlist,238,no,,,gpt-4o-mini
553,dank,DANk,238,no,,,gpt-4o-mini
554,gangsta,gangsta,238,no,,,gpt-4o-mini
555,swing,Swing,238,no,,,gpt-4o-mini
556,christmas playlist,Christmas Playlist,237,yes,holiday music,high,gpt-4o-mini
557,rock out,Rock Out,237,yes,energetic music,mid,gpt-4o-mini
558,summer sixteen,Summer Sixteen,237,no,,,gpt-4o-mini
559,blah,Blah,236,no,,,gpt-4o-mini
560,praise and worship,Praise and Worship,236,yes,worship context,high,gpt-4o-mini
561,jammin',Jammin',235,no,,,gpt-4o-mini
562,alt rock,alt rock,234,no,,,gpt-4o-mini
563,epic,Epic,234,no,,,gpt-4o-mini
564,hipster,Hipster,234,no,,,gpt-4o-mini
565,merengue,Merengue,234,no,,,gpt-4o-mini
566,currently,currently,233,no,,,gpt-4o-mini
567,prayer,Prayer,233,yes,spiritual context,high,gpt-4o-mini
568,ambient,Ambient,232,no,,,gpt-4o-mini
569,chill af,chill af,232,no,,,gpt-4o-mini
570,cumbia,Cumbia,232,no,,,gpt-4o-mini
571,good good,good good,232,no,,,gpt-4o-mini
572,hood,HOOD,232,no,,,gpt-4o-mini
573,fuego,fuego,231,no,,,gpt-4o-mini
574,rave,RAVE,231,no,,,gpt-4o-mini
575,sarah,SARAH,231,no,,,gpt-4o-mini
576,holiday,Holiday,230,yes,holiday context,high,gpt-4o-mini
577,reggeton,Reggeton,230,no,,,gpt-4o-mini
578,cool songs,cool songs,229,no,,,gpt-4o-mini
579,daily,Daily,229,no,,,gpt-4o-mini
580,grunge,Grunge,229,no,,,gpt-4o-mini
581,all time favorites,all time favorites,228,no,,,gpt-4o-mini
582,heat,Heat,227,no,,,gpt-4o-mini
583,july 2016,july 2016,227,no,,,gpt-4o-mini
584,senior year,SENIOR YEAR,227,yes,graduation context,high,gpt-4o-mini
585,slow down,Slow Down,227,yes,slow down context,mid,gpt-4o-mini
586,indie rock,indie rock,226,no,,,gpt-4o-mini
587,sam,Sam,226,no,,,gpt-4o-mini
588,ska,Ska,226,no,,,gpt-4o-mini
589,april 2016,April 2016,224,no,,,gpt-4o-mini
590,baseball,Baseball,224,yes,baseball context,high,gpt-4o-mini
591,camping,camping,224,yes,camping context,high,gpt-4o-mini
592,get it,Get It,223,no,,,gpt-4o-mini
593,beach vibes,beach vibes,222,no,,,gpt-4o-mini
594,march 2016,March 2016,222,no,,,gpt-4o-mini
595,road,Road,222,yes,road trip context,high,gpt-4o-mini
596,texas,Texas,222,no,,,gpt-4o-mini
597,emily,Emily,221,no,,,gpt-4o-mini
598,moody,moody,221,no,,,gpt-4o-mini
599,romanticas,Romanticas,221,no,,,gpt-4o-mini
600,top,TOP,221,no,,high,gpt-4o-mini
601,workout 2,workout 2,220,yes,for workout sessions,high,gpt-4o-mini
602,boom,boom,219,no,,high,gpt-4o-mini
603,car tunes,car tunes,219,yes,for car rides,high,gpt-4o-mini
604,thanksgiving,Thanksgiving,219,yes,for Thanksgiving celebration,high,gpt-4o-mini
605,xx,xx,219,no,,high,gpt-4o-mini
606,hawaii,Hawaii,218,no,,high,gpt-4o-mini
607,spring 2014,Spring 2014,218,no,,high,gpt-4o-mini
608,i love you,I love You,217,no,,high,gpt-4o-mini
609,new rap,new rap,217,no,,high,gpt-4o-mini
610,new wave,New Wave,217,no,,high,gpt-4o-mini
611,shower songs,Shower songs,217,yes,for shower time,high,gpt-4o-mini
612,softball,softball,217,yes,for playing softball,high,gpt-4o-mini
613,beast mode,BEAST MODE,216,yes,for intense workouts,high,gpt-4o-mini
614,fall 2013,FALL 2013,216,no,,high,gpt-4o-mini
615,melancholy,melancholy,215,no,,high,gpt-4o-mini
616,play,play,215,no,,high,gpt-4o-mini
617,back in the day,back in the day,214,no,,high,gpt-4o-mini
618,moana,moana,214,no,,high,gpt-4o-mini
619,acoustics,Acoustics,213,no,,high,gpt-4o-mini
620,groovin,Groovin,212,no,,high,gpt-4o-mini
621,it's lit,IT'S LIT,212,no,,high,gpt-4o-mini
622,that good good,that good good,212,no,,high,gpt-4o-mini
623,xo,XO,212,no,,high,gpt-4o-mini
624,❤️❤️,❤️❤️,212,no,,high,gpt-4o-mini
625,punk goes pop,Punk Goes Pop,211,no,,high,gpt-4o-mini
626,skiing,Skiing,211,yes,for skiing activities,high,gpt-4o-mini
627,work playlist,work playlist,211,yes,for work environment,high,gpt-4o-mini
628,zzz,Zzz,211,yes,for sleep time,high,gpt-4o-mini
629,mixed,Mixed,210,no,,high,gpt-4o-mini
630,my favorite songs,my favorite songs,210,no,,high,gpt-4o-mini
631,sweet,sweet,210,no,,high,gpt-4o-mini
632,throw backs,throw backs,210,no,,high,gpt-4o-mini
633,throw it back,throw it back,210,no,,high,gpt-4o-mini
634,ceremony,Ceremony,209,no,,high,gpt-4o-mini
635,current favs,current favs,209,no,,high,gpt-4o-mini
636,dj,DJ,209,no,,high,gpt-4o-mini
637,down,Down,209,no,,high,gpt-4o-mini
638,hello,hello,209,no,,high,gpt-4o-mini
639,bb,bb,208,no,,high,gpt-4o-mini
640,chill mix,Chill Mix,208,no,,high,gpt-4o-mini
641,dinner music,Dinner Music,208,yes,background music for dinner,high,gpt-4o-mini
642,hardcore,HARDCORE,208,no,,high,gpt-4o-mini
643,marathon,Marathon,208,yes,for running a marathon,high,gpt-4o-mini
644,bus,Bus,207,yes,music for bus rides,mid,gpt-4o-mini
645,calming,Calming,207,no,,high,gpt-4o-mini
646,chill jams,chill jams,207,no,,high,gpt-4o-mini
647,driving music,driving music,207,yes,music for driving,high,gpt-4o-mini
648,january 2016,January 2016,207,no,,high,gpt-4o-mini
649,june 2016,june 2016,207,no,,high,gpt-4o-mini
650,mexican,Mexican,207,no,,high,gpt-4o-mini
651,wedding music,WEDDING MUSIC,207,yes,music for weddings,high,gpt-4o-mini
652,christmas 2016,Christmas 2016,206,yes,music for Christmas,high,gpt-4o-mini
653,december 2016,December 2016,206,no,,high,gpt-4o-mini
654,my list,My List,206,no,,high,gpt-4o-mini
655,winter 2017,Winter 2017,206,no,,high,gpt-4o-mini
656,best of 2015,Best of 2015,205,no,,high,gpt-4o-mini
657,discover,DISCOVER,205,no,,high,gpt-4o-mini
658,ghetto,ghetto,205,no,,high,gpt-4o-mini
659,bonfire,Bonfire,204,yes,music for bonfire gatherings,mid,gpt-4o-mini
660,hard,Hard,204,no,,high,gpt-4o-mini
661,luv,LUV,204,no,,high,gpt-4o-mini
662,soundtrack,Soundtrack,204,no,,high,gpt-4o-mini
663,☀️,☀️,204,no,,high,gpt-4o-mini
664,her,HER,203,no,,high,gpt-4o-mini
665,rn,rn,203,no,,high,gpt-4o-mini
666,teen angst,Teen Angst,203,no,,high,gpt-4o-mini
667,the list,The list,203,no,,high,gpt-4o-mini
668,ya,ya,203,no,,high,gpt-4o-mini
669,arabic,Arabic,202,no,,high,gpt-4o-mini
670,guilty pleasure,Guilty pleasure,202,no,,high,gpt-4o-mini
671,mmm,mmm,202,no,,high,gpt-4o-mini
672,wedding dance,wedding dance,202,yes,music for wedding dances,high,gpt-4o-mini
673,bollywood,bollywood,201,no,,high,gpt-4o-mini
674,chill playlist,Chill Playlist,201,no,,high,gpt-4o-mini
675,high school musical,High school musical,201,no,,high,gpt-4o-mini
676,depression,Depression,200,no,,high,gpt-4o-mini
677,hockey,Hockey,200,yes,music for hockey games,mid,gpt-4o-mini
678,power,Power,200,no,,high,gpt-4o-mini
679,remixes,Remixes,200,no,,high,gpt-4o-mini
680,yay,yay,200,no,,high,gpt-4o-mini
681,chill beats,chill beats,199,no,,high,gpt-4o-mini
682,emma,Emma,199,no,,high,gpt-4o-mini
683,roadtrippin,roadtrippin,199,yes,road trip music,high,gpt-4o-mini
684,spring 17,spring 17,199,no,,high,gpt-4o-mini
685,summer 15,Summer 15,199,no,,high,gpt-4o-mini
686,???,???,198,no,,high,gpt-4o-mini
687,christmas party,Christmas Party,198,yes,Christmas party music,high,gpt-4o-mini
688,fall 17,fall 17,198,no,,high,gpt-4o-mini
689,my love,My love,198,no,,high,gpt-4o-mini
690,worship songs,Worship Songs,198,no,,high,gpt-4o-mini
691,graduation party,GRADUATION PARTY,197,yes,graduation celebration,high,gpt-4o-mini
692,guardians of the galaxy,Guardians Of The Galaxy,197,no,,high,gpt-4o-mini
693,movies,Movies,197,no,,high,gpt-4o-mini
694,trap music,trap music,197,no,,high,gpt-4o-mini
695,club,Club,196,no,,high,gpt-4o-mini
696,class,Class,195,yes,for studying or class,high,gpt-4o-mini
697,daddy,Daddy,195,no,,high,gpt-4o-mini
698,laid back,Laid Back,195,no,,high,gpt-4o-mini
699,november 2016,November 2016,195,no,,high,gpt-4o-mini
700,relaxation,relaxation,195,yes,for relaxation,high,gpt-4o-mini
701,work it,work it,195,yes,workout music,high,gpt-4o-mini
702,wow,wow,195,no,,high,gpt-4o-mini
703,art,Art,194,no,,high,gpt-4o-mini
704,chillstep,Chillstep,194,no,,high,gpt-4o-mini
705,february 2017,february 2017,194,no,,high,gpt-4o-mini
706,yee,yee,194,no,,high,gpt-4o-mini
707,go to,go to,193,no,,high,gpt-4o-mini
708,nyc,NYC,193,no,,high,gpt-4o-mini
709,21,21,192,no,,high,gpt-4o-mini
710,beachy,beachy,192,no,,high,gpt-4o-mini
711,happy music,Happy Music,192,no,,high,gpt-4o-mini
712,concert,concert,191,yes,for concert atmosphere,high,gpt-4o-mini
713,good mood,good mood,191,no,,high,gpt-4o-mini
714,bday,bday,190,yes,birthday celebration,high,gpt-4o-mini
715,fun songs,fun songs,190,no,,high,gpt-4o-mini
716,my faves,MY FAVES,190,no,,high,gpt-4o-mini
717,okay,okay,190,no,,high,gpt-4o-mini
718,the jams,The jams,190,no,,high,gpt-4o-mini
719,2000,2000,189,no,,high,gpt-4o-mini
720,discovered,discovered,189,no,,,gpt-4o-mini
721,hannah,hannah,189,no,,,gpt-4o-mini
722,spanish songs,spanish songs,189,no,,,gpt-4o-mini
723,ye,ye,189,no,,,gpt-4o-mini
724,offline,Offline,188,no,,,gpt-4o-mini
725,red bull editions coachella playlist,Red Bull Editions Coachella Playlist,188,yes,Coachella event playlist,high,gpt-4o-mini
726,tejano,Tejano,188,no,,,gpt-4o-mini
727,❤️❤️❤️,❤️❤️❤️,188,no,,,gpt-4o-mini
728,coffee,coffee,187,yes,Coffee time music,mid,gpt-4o-mini
729,house music,house music,187,no,,,gpt-4o-mini
730,summer songs,Summer Songs,187,yes,Summer listening,high,gpt-4o-mini
731,new years,New years,186,yes,New Year's celebration,high,gpt-4o-mini
732,september 2016,September 2016,186,no,,,gpt-4o-mini
733,future,Future,185,no,,,gpt-4o-mini
734,grooves,Grooves,185,no,,,gpt-4o-mini
735,wavy,Wavy,185,no,,,gpt-4o-mini
736,car jamz,Car Jamz,184,yes,Car ride music,high,gpt-4o-mini
737,party songs,party songs,184,yes,Party atmosphere,high,gpt-4o-mini
738,twerk,twerk,184,no,,,gpt-4o-mini
739,ladies,Ladies,183,no,,,gpt-4o-mini
740,sauce,Sauce,183,no,,,gpt-4o-mini
741,top hits,Top hits,183,no,,,gpt-4o-mini
742,yellow,yellow,183,no,,,gpt-4o-mini
743,americana,Americana,182,no,,,gpt-4o-mini
744,mornings,Mornings,182,yes,Morning playlist,high,gpt-4o-mini
745,rap/hip hop,Rap/Hip Hop,182,no,,,gpt-4o-mini
746,energy,Energy,181,no,,,gpt-4o-mini
747,vibey,Vibey,181,no,,,gpt-4o-mini
748,saturday,Saturday,180,yes,Saturday vibes,high,gpt-4o-mini
749,trash,Trash,180,no,,,gpt-4o-mini
750,a1,a1,179,no,,,gpt-4o-mini
751,awesome mix vol. 1,Awesome mix vol. 1,179,no,,,gpt-4o-mini
752,bedtime,bedtime,179,yes,Bedtime music,high,gpt-4o-mini
753,black,Black,179,no,,,gpt-4o-mini
754,calm down,calm down,179,yes,Calming music,mid,gpt-4o-mini
755,remix,remix,179,no,,,gpt-4o-mini
756,spin,spin,179,no,,,gpt-4o-mini
757,trippy,trippy,179,no,,,gpt-4o-mini
758,beautiful,beautiful,178,no,,,gpt-4o-mini
759,hmm,hmm,178,no,,,gpt-4o-mini
760,romance,Romance,178,no,,,gpt-4o-mini
761,60s,60s,177,no,,,gpt-4o-mini
762,beast,Beast,177,no,,,gpt-4o-mini
763,chilllll,CHILLLLL,177,no,,,gpt-4o-mini
764,christmas time,Christmas Time,177,yes,Christmas celebration music,high,gpt-4o-mini
765,miami,MiaMI,177,no,,,gpt-4o-mini
766,old but gold,Old But Gold,177,no,,,gpt-4o-mini
767,study time,study time,177,yes,Studying background music,high,gpt-4o-mini
768,chris,Chris,176,no,,,gpt-4o-mini
769,meow,Meow,176,no,,,gpt-4o-mini
770,poolside,Poolside,176,yes,Music for relaxing by the pool,mid,gpt-4o-mini
771,riding,Riding,176,yes,Music for riding,mid,gpt-4o-mini
772,2012,2012,175,no,,,gpt-4o-mini
773,opm,OPM,175,no,,,gpt-4o-mini
774,rehearsal dinner,Rehearsal Dinner,175,yes,Music for rehearsal dinner,high,gpt-4o-mini
775,fave,fave,174,no,,,gpt-4o-mini
776,move,Move,174,no,,,gpt-4o-mini
777,retro,Retro,174,no,,,gpt-4o-mini
778,showtunes,Showtunes,174,no,,,gpt-4o-mini
779,sweat,Sweat,174,yes,Workout music,high,gpt-4o-mini
780,ugh,ugh,174,no,,,gpt-4o-mini
781,🔥🔥🔥🔥,🔥🔥🔥🔥,174,no,,,gpt-4o-mini
782,cali,Cali,173,no,,,gpt-4o-mini
783,litty titty,litty titty,173,no,,,gpt-4o-mini
784,nick,nick,173,no,,,gpt-4o-mini
785,summer chill,Summer Chill,173,yes,Chill music for summer,high,gpt-4o-mini
786,throwback thursday,Throwback Thursday,173,yes,Throwback Thursday playlist,mid,gpt-4o-mini
787,best of 2014,Best of 2014,172,no,,,gpt-4o-mini
788,classical music,Classical music,172,no,,,gpt-4o-mini
789,drivin,drivin,172,yes,Music for driving,high,gpt-4o-mini
790,lowkey,lowkey,172,no,,,gpt-4o-mini
791,running playlist,Running Playlist,172,yes,Playlist for running,high,gpt-4o-mini
792,aesthetic,aesthetic,171,no,,,gpt-4o-mini
793,airplane,Airplane,171,yes,Music for airplane travel,mid,gpt-4o-mini
794,chill edm,chill edm,171,no,,,gpt-4o-mini
795,christmas🎄,Christmas🎄,171,yes,Christmas music,high,gpt-4o-mini
796,justin bieber,Justin Bieber,171,no,,,gpt-4o-mini
797,red dirt,Red dirt,171,no,,,gpt-4o-mini
798,chicago,Chicago,170,no,,,gpt-4o-mini
799,cruisin',cruisin',170,yes,Music for cruising,high,gpt-4o-mini
800,fall 16,Fall 16,170,no,,high,gpt-4o-mini
801,hippity hop,Hippity Hop,170,no,,high,gpt-4o-mini
802,lax,LAX,170,no,,high,gpt-4o-mini
803,smile,smile,170,no,,high,gpt-4o-mini
804,work music,work music,170,yes,for working,high,gpt-4o-mini
805,feeling good,feeling good,169,no,,high,gpt-4o-mini
806,finals,finals,169,yes,for studying,high,gpt-4o-mini
807,boi,boi,168,no,,high,gpt-4o-mini
808,electro swing,electro swing,168,no,,high,gpt-4o-mini
809,litt,LITT,168,no,,high,gpt-4o-mini
810,gang,gang,167,no,,high,gpt-4o-mini
811,golden oldies,Golden Oldies,167,no,,high,gpt-4o-mini
812,grace,grace,167,no,,high,gpt-4o-mini
813,island,Island,167,no,,high,gpt-4o-mini
814,wanderlust,Wanderlust,167,no,,high,gpt-4o-mini
815,babe,babe,166,no,,high,gpt-4o-mini
816,bliss,Bliss,166,no,,high,gpt-4o-mini
817,old school jams,Old School Jams,166,no,,high,gpt-4o-mini
818,bae,bae,165,no,,high,gpt-4o-mini
819,bumps,bumps,165,no,,high,gpt-4o-mini
820,soul food,Soul Food,165,no,,high,gpt-4o-mini
821,awesomeness,Awesomeness,164,no,,high,gpt-4o-mini
822,bed,bed,164,yes,for sleeping,high,gpt-4o-mini
823,feelin good,Feelin Good,164,no,,high,gpt-4o-mini
824,goat,goat,164,no,,high,gpt-4o-mini
825,good rap,Good Rap,164,no,,high,gpt-4o-mini
826,hip,hip,164,no,,high,gpt-4o-mini
827,wedding ceremony,wedding ceremony,164,yes,for wedding,high,gpt-4o-mini
828,depressed,Depressed,163,no,,high,gpt-4o-mini
829,frozen,Frozen,163,no,,high,gpt-4o-mini
830,our songs,our songs,163,no,,high,gpt-4o-mini
831,peaceful,Peaceful,163,no,,high,gpt-4o-mini
832,praise & worship,Praise & Worship,163,no,,high,gpt-4o-mini
833,supernatural,Supernatural,163,no,,high,gpt-4o-mini
834,beach music,Beach Music,162,no,,high,gpt-4o-mini
835,december 2015,December 2015,162,no,,high,gpt-4o-mini
836,get turnt,get turnt,162,yes,for partying,high,gpt-4o-mini
837,lauren,Lauren,162,no,,high,gpt-4o-mini
838,rock on,rock on,162,no,,high,gpt-4o-mini
839,running mix,Running Mix,162,yes,for running,high,gpt-4o-mini
840,bored,bored,161,no,,high,gpt-4o-mini
841,christian songs,Christian Songs,161,no,,high,gpt-4o-mini
842,current faves,current faves,161,no,,high,gpt-4o-mini
843,gucci,gucci,161,no,,high,gpt-4o-mini
844,october 2015,October 2015,161,no,,high,gpt-4o-mini
845,spotify.me,Spotify.Me,161,no,,high,gpt-4o-mini
846,youth,YOUTH,161,no,,high,gpt-4o-mini
847,kuntry,Kuntry,160,no,,high,gpt-4o-mini
848,summer '15,Summer '15,160,yes,summer listening,high,gpt-4o-mini
849,current jams,Current jams,159,yes,current favorites,high,gpt-4o-mini
850,february 2016,February 2016,159,no,,high,gpt-4o-mini
851,lit af,Lit af,159,no,,high,gpt-4o-mini
852,practice,Practice,159,yes,practice sessions,high,gpt-4o-mini
853,southern rock,southern rock,159,no,,high,gpt-4o-mini
854,unwind,Unwind,159,yes,relaxing time,high,gpt-4o-mini
855,🤘🏻,🤘🏻,159,no,,high,gpt-4o-mini
856,chill pill,Chill pill,158,yes,chill out,high,gpt-4o-mini
857,chinese,chinese,158,no,,high,gpt-4o-mini
858,florida,Florida,158,no,,high,gpt-4o-mini
859,low key,low key,158,no,,high,gpt-4o-mini
860,that new new,That New New,158,no,,high,gpt-4o-mini
861,throwback songs,Throwback songs,158,no,,high,gpt-4o-mini
862,vacation,VACATION,158,yes,vacation vibes,high,gpt-4o-mini
863,em,Em,157,no,,high,gpt-4o-mini
864,repeat,REPEAT,157,no,,high,gpt-4o-mini
865,something new,Something New,157,no,,high,gpt-4o-mini
866,christmas jams,Christmas Jams,156,yes,Christmas celebration,high,gpt-4o-mini
867,cry,cry,156,no,,high,gpt-4o-mini
868,feelin it,Feelin It,156,no,,high,gpt-4o-mini
869,katie,katie,156,no,,high,gpt-4o-mini
870,summer jamz,summer jamz,156,yes,summer party,high,gpt-4o-mini
871,anna,Anna,155,no,,high,gpt-4o-mini
872,bounce,bounce,155,no,,high,gpt-4o-mini
873,hw,hw,155,no,,high,gpt-4o-mini
874,old soul,old soul,155,no,,high,gpt-4o-mini
875,rancheras,Rancheras,155,no,,high,gpt-4o-mini
876,summer 2k15,SUMMER 2K15,155,yes,summer nostalgia,high,gpt-4o-mini
877,beatz,beatz,154,no,,high,gpt-4o-mini
878,exercise,Exercise,154,yes,exercise motivation,high,gpt-4o-mini
879,god,God,154,no,,high,gpt-4o-mini
880,main playlist,main playlist,154,no,,,gpt-4o-mini
881,monday,Monday,154,yes,Monday listening,mid,gpt-4o-mini
882,nashville,nashville,154,no,,,gpt-4o-mini
883,norteñas,Norteñas,154,no,,,gpt-4o-mini
884,oldschool,oldschool,154,no,,,gpt-4o-mini
885,savage,savage,154,no,,,gpt-4o-mini
886,acapella,Acapella,153,no,,,gpt-4o-mini
887,adventure,adventure,153,yes,adventurous listening,mid,gpt-4o-mini
888,beachin,beachin,153,yes,beach listening,mid,gpt-4o-mini
889,classy,classy,153,no,,,gpt-4o-mini
890,damn,damn,153,no,,,gpt-4o-mini
891,fun stuff,fun stuff,153,no,,,gpt-4o-mini
892,pitch perfect,Pitch Perfect,153,no,,,gpt-4o-mini
893,popular,Popular,153,no,,,gpt-4o-mini
894,2.0,2.0,152,no,,,gpt-4o-mini
895,band,Band,152,no,,,gpt-4o-mini
896,boolin,boolin,152,no,,,gpt-4o-mini
897,light,Light,152,no,,,gpt-4o-mini
898,nostalgic,nostalgic,152,no,,,gpt-4o-mini
899,shower playlist,shower playlist,152,yes,shower listening,high,gpt-4o-mini
900,16,16,151,no,,,gpt-4o-mini
901,coachella,Coachella,151,no,,,gpt-4o-mini
902,commute,Commute,151,yes,commuting,high,gpt-4o-mini
903,cooking,Cooking,151,yes,cooking,high,gpt-4o-mini
904,explicit,explicit,151,no,,,gpt-4o-mini
905,get hype,Get Hype,151,yes,getting hyped,mid,gpt-4o-mini
906,hsm,hsm,151,no,,,gpt-4o-mini
907,in my feels,in my feels,151,no,,,gpt-4o-mini
908,rap mix,rap mix,151,no,,,gpt-4o-mini
909,rap music,Rap music,151,no,,,gpt-4o-mini
910,rockin,Rockin,151,no,,,gpt-4o-mini
911,soca,SOCA,151,no,,,gpt-4o-mini
912,sun,Sun,151,no,,,gpt-4o-mini
913,zen,zen,151,no,,,gpt-4o-mini
914,60's,60's,150,no,,,gpt-4o-mini
915,chillen,chillen,150,no,,,gpt-4o-mini
916,go,Go,150,no,,,gpt-4o-mini
917,rihanna,Rihanna,150,no,,,gpt-4o-mini
918,chilll,chilll,149,no,,,gpt-4o-mini
919,dance songs,Dance songs,149,no,,,gpt-4o-mini
920,kickback,kickback,149,yes,relaxing situation,high,gpt-4o-mini
