track_uri,track_name,artist_name,total_count,dominant_category,confidence,entropy,distribution
spotify:track:27AHAtAirQapVldIm4c9ZX,Jump,Kris Kross,98,Party,0.5816,1.988,"{""Romance/Wedding"": 0.061224489795918366, ""Driving"": 0.15306122448979592, ""Party"": 0.5816326530612245, ""Workout"": 0.10204081632653061, ""Sleep/Relax"": 0.01020408163265306, ""DailyRoutine"": 0.01020408163265306, ""Gaming"": 0.01020408163265306, ""Seasonal/Summer"": 0.05102040816326531, ""Study/Focus"": 0.02040816326530612}"
spotify:track:1NNDZc9BHaWe9JqIsPRlNV,Wifey - Club Mix/Dirty Version,Next,17,Romance/Wedding,0.5882,1.221,"{""Romance/Wedding"": 0.5882352941176471, ""Study/Focus"": 0.058823529411764705, ""Party"": 0.35294117647058826}"
spotify:track:6i0eXvRAbVKD1EZFrXvur8,Wall To Wall,Chris Brown,23,Party,0.3478,2.1757,"{""Romance/Wedding"": 0.08695652173913043, ""Party"": 0.34782608695652173, ""Gaming"": 0.08695652173913043, ""Driving"": 0.043478260869565216, ""Workout"": 0.34782608695652173, ""DailyRoutine"": 0.08695652173913043}"
spotify:track:1hDYcjBSsAShpTSekSyyzC,Beautiful People - Radio Edit,Chris Brown,59,Workout,0.4746,1.9327,"{""Romance/Wedding"": 0.03389830508474576, ""Workout"": 0.4745762711864407, ""Party"": 0.3389830508474576, ""Study/Focus"": 0.03389830508474576, ""Sleep/Relax"": 0.01694915254237288, ""Seasonal/Summer"": 0.06779661016949153, ""Driving"": 0.01694915254237288, ""DailyRoutine"": 0.01694915254237288}"
spotify:track:2TR7A4ulH9R1PNwMyd8o8U,This Is How We Roll,Florida Georgia Line,173,Seasonal/Summer,0.289,2.5699,"{""Romance/Wedding"": 0.057803468208092484, ""Study/Focus"": 0.046242774566473986, ""Driving"": 0.2023121387283237, ""Seasonal/Summer"": 0.28901734104046245, ""Party"": 0.2658959537572254, ""Sleep/Relax"": 0.05202312138728324, ""Workout"": 0.06358381502890173, ""Gaming"": 0.005780346820809248, ""Holiday"": 0.005780346820809248, ""DailyRoutine"": 0.011560693641618497}"
spotify:track:2bEvCSQQha48I5ZQUCvLzP,Love More,Chris Brown,125,Party,0.512,1.8002,"{""Romance/Wedding"": 0.04, ""Workout"": 0.336, ""Study/Focus"": 0.032, ""Party"": 0.512, ""Seasonal/Summer"": 0.016, ""Driving"": 0.04, ""Sleep/Relax"": 0.008, ""Gaming"": 0.016}"
spotify:track:5HuqzFfq2ulY1iBAW5CxLe,Rather Be (feat. Jess Glynne),Clean Bandit,475,Party,0.3053,2.6497,"{""Romance/Wedding"": 0.05052631578947368, ""Party"": 0.30526315789473685, ""Seasonal/Summer"": 0.12210526315789473, ""Workout"": 0.2631578947368421, ""Study/Focus"": 0.03368421052631579, ""Driving"": 0.13263157894736843, ""DailyRoutine"": 0.031578947368421054, ""Sleep/Relax"": 0.04, ""Gaming"": 0.008421052631578947, ""Holiday"": 0.01263157894736842}"
spotify:track:6FE2iI43OZnszFLuLtvvmg,Classic,MKTO,367,Party,0.3106,2.6473,"{""Romance/Wedding"": 0.04632152588555858, ""Workout"": 0.2125340599455041, ""Driving"": 0.19346049046321526, ""Study/Focus"": 0.02997275204359673, ""Sleep/Relax"": 0.035422343324250684, ""Party"": 0.3106267029972752, ""Seasonal/Summer"": 0.11171662125340599, ""DailyRoutine"": 0.043596730245231606, ""Gaming"": 0.010899182561307902, ""Holiday"": 0.005449591280653951}"
spotify:track:3x2YIvkLcxvZQsA5x6xyIR,Boom Clap,Charli XCX,190,Party,0.3053,2.6244,"{""Romance/Wedding"": 0.05263157894736842, ""Party"": 0.30526315789473685, ""DailyRoutine"": 0.042105263157894736, ""Workout"": 0.22105263157894736, ""Seasonal/Summer"": 0.1631578947368421, ""Driving"": 0.14736842105263157, ""Study/Focus"": 0.042105263157894736, ""Holiday"": 0.010526315789473684, ""Sleep/Relax"": 0.010526315789473684, ""Gaming"": 0.005263157894736842}"
spotify:track:6YUTL4dYpB9xZO5qExPf05,Summer,Calvin Harris,456,Party,0.3355,2.3594,"{""Romance/Wedding"": 0.017543859649122806, ""Party"": 0.3355263157894737, ""Workout"": 0.26973684210526316, ""Seasonal/Summer"": 0.21710526315789475, ""Driving"": 0.08333333333333333, ""Sleep/Relax"": 0.02850877192982456, ""Gaming"": 0.010964912280701754, ""Holiday"": 0.0021929824561403508, ""DailyRoutine"": 0.019736842105263157, ""Study/Focus"": 0.015350877192982455}"
spotify:track:3DmW6y7wTEYHJZlLo1r6XJ,Shower,Becky G,179,Workout,0.2961,2.5558,"{""Romance/Wedding"": 0.027932960893854747, ""Party"": 0.2737430167597765, ""Workout"": 0.29608938547486036, ""Seasonal/Summer"": 0.12849162011173185, ""Driving"": 0.13966480446927373, ""Holiday"": 0.01675977653631285, ""DailyRoutine"": 0.0782122905027933, ""Sleep/Relax"": 0.027932960893854747, ""Study/Focus"": 0.0111731843575419}"
spotify:track:7fYbFYt7X4FZvuJJC90EX0,Problem,Ariana Grande,290,Workout,0.3828,2.3767,"{""Romance/Wedding"": 0.027586206896551724, ""Workout"": 0.38275862068965516, ""Party"": 0.30344827586206896, ""Seasonal/Summer"": 0.08620689655172414, ""Sleep/Relax"": 0.020689655172413793, ""Study/Focus"": 0.027586206896551724, ""Driving"": 0.10344827586206896, ""DailyRoutine"": 0.027586206896551724, ""Holiday"": 0.010344827586206896, ""Gaming"": 0.010344827586206896}"
spotify:track:3bidbhpOYeV4knp8AIu8Xn,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,658,Workout,0.4301,2.1952,"{""Romance/Wedding"": 0.05167173252279635, ""Driving"": 0.08662613981762918, ""Workout"": 0.43009118541033436, ""Party"": 0.31762917933130697, ""Sleep/Relax"": 0.019756838905775075, ""Seasonal/Summer"": 0.044072948328267476, ""Study/Focus"": 0.0182370820668693, ""Gaming"": 0.016717325227963525, ""DailyRoutine"": 0.010638297872340425, ""Holiday"": 0.004559270516717325}"
spotify:track:3cHyrEgdyYRjgJKSOiOtcS,Timber,Pitbull,565,Party,0.4195,2.1844,"{""Romance/Wedding"": 0.06902654867256637, ""Workout"": 0.3345132743362832, ""Sleep/Relax"": 0.017699115044247787, ""Party"": 0.4194690265486726, ""Driving"": 0.0743362831858407, ""Study/Focus"": 0.024778761061946902, ""Seasonal/Summer"": 0.03008849557522124, ""Gaming"": 0.01415929203539823, ""Holiday"": 0.008849557522123894, ""DailyRoutine"": 0.007079646017699115}"
spotify:track:0zMzyHAeMvwq5CRstru1Fp,Lost Boy,Ruth B.,186,Sleep/Relax,0.3817,2.6478,"{""Sleep/Relax"": 0.3817204301075269, ""Driving"": 0.16666666666666666, ""Study/Focus"": 0.05913978494623656, ""DailyRoutine"": 0.10752688172043011, ""Workout"": 0.04838709677419355, ""Party"": 0.0913978494623656, ""Seasonal/Summer"": 0.10215053763440861, ""Gaming"": 0.016129032258064516, ""Romance/Wedding"": 0.026881720430107527}"
spotify:track:2zhk0kypGeOPsaaZcjyc14,Burning House,Cam,59,Sleep/Relax,0.322,2.3964,"{""Sleep/Relax"": 0.3220338983050847, ""DailyRoutine"": 0.05084745762711865, ""Study/Focus"": 0.1016949152542373, ""Seasonal/Summer"": 0.11864406779661017, ""Driving"": 0.3050847457627119, ""Workout"": 0.06779661016949153, ""Party"": 0.03389830508474576}"
spotify:track:1Zx5Y46u3v32jRRIWtzQKN,Little Wonders - Radio Version,Rob Thomas,45,Sleep/Relax,0.3778,2.2852,"{""Sleep/Relax"": 0.37777777777777777, ""Study/Focus"": 0.06666666666666667, ""Driving"": 0.3111111111111111, ""DailyRoutine"": 0.044444444444444446, ""Party"": 0.08888888888888889, ""Romance/Wedding"": 0.06666666666666667, ""Seasonal/Summer"": 0.044444444444444446}"
spotify:track:2QgNcjwEn0vGmTommfszQd,Lose It,Oh Wonder,98,Sleep/Relax,0.3571,2.2703,"{""Sleep/Relax"": 0.35714285714285715, ""Driving"": 0.30612244897959184, ""Study/Focus"": 0.05102040816326531, ""Seasonal/Summer"": 0.1326530612244898, ""Party"": 0.07142857142857142, ""DailyRoutine"": 0.07142857142857142, ""Workout"": 0.01020408163265306}"
spotify:track:7pq5vONxrAy8T773nhkiW3,Salvation,Gabrielle Aplin,5,Sleep/Relax,0.8,0.7219,"{""Sleep/Relax"": 0.8, ""Study/Focus"": 0.2}"
spotify:track:6lanRgr6wXibZr8KgzXxBl,A Thousand Years,Christina Perri,195,Sleep/Relax,0.3026,2.7009,"{""Sleep/Relax"": 0.30256410256410254, ""Party"": 0.1282051282051282, ""Seasonal/Summer"": 0.020512820512820513, ""Driving"": 0.10256410256410256, ""Study/Focus"": 0.08717948717948718, ""Workout"": 0.046153846153846156, ""Romance/Wedding"": 0.24102564102564103, ""Gaming"": 0.005128205128205128, ""Worship"": 0.010256410256410256, ""DailyRoutine"": 0.05641025641025641}"
spotify:track:66ZEsTGwfUCcslLyIDCxzR,His Daughter,Molly Kate Kestner,6,Sleep/Relax,0.5,1.4591,"{""Sleep/Relax"": 0.5, ""Study/Focus"": 0.3333333333333333, ""Driving"": 0.16666666666666666}"
spotify:track:3ZdCBj1cbossYy1O40ZmLD,Say You Won't Let Go - Luca Schreiner Remix,James Arthur,10,Sleep/Relax,0.3,2.2464,"{""Sleep/Relax"": 0.3, ""Party"": 0.2, ""Workout"": 0.2, ""Seasonal/Summer"": 0.1, ""Study/Focus"": 0.2}"
spotify:track:5hwh37sTi84MVhCBMWzhGE,Superficial Love,Ruth B.,22,DailyRoutine,0.3182,2.4066,"{""Sleep/Relax"": 0.2727272727272727, ""Workout"": 0.045454545454545456, ""Seasonal/Summer"": 0.045454545454545456, ""Driving"": 0.18181818181818182, ""DailyRoutine"": 0.3181818181818182, ""Party"": 0.045454545454545456, ""Study/Focus"": 0.09090909090909091}"
spotify:track:06u5LrUpbosQlQ1QJFhPpG,Drew Barrymore,SZA,23,Driving,0.3043,2.5229,"{""Seasonal/Summer"": 0.21739130434782608, ""Driving"": 0.30434782608695654, ""Sleep/Relax"": 0.17391304347826086, ""DailyRoutine"": 0.08695652173913043, ""Workout"": 0.043478260869565216, ""Party"": 0.13043478260869565, ""Study/Focus"": 0.043478260869565216}"
spotify:track:6PmnGYDsruYLBNY4Rpx4t9,Church,BJ The Chicago Kid,23,Seasonal/Summer,0.2609,2.5875,"{""Seasonal/Summer"": 0.2608695652173913, ""Driving"": 0.13043478260869565, ""Party"": 0.13043478260869565, ""Workout"": 0.08695652173913043, ""Sleep/Relax"": 0.2608695652173913, ""Romance/Wedding"": 0.08695652173913043, ""Study/Focus"": 0.043478260869565216}"
spotify:track:60kqoWSXSbiDJaDxgi8GG1,Coffee (F***ing),Miguel,89,Sleep/Relax,0.2247,2.8374,"{""Seasonal/Summer"": 0.15730337078651685, ""Driving"": 0.14606741573033707, ""Workout"": 0.11235955056179775, ""DailyRoutine"": 0.056179775280898875, ""Party"": 0.07865168539325842, ""Romance/Wedding"": 0.19101123595505617, ""Sleep/Relax"": 0.2247191011235955, ""Study/Focus"": 0.02247191011235955, ""Holiday"": 0.011235955056179775}"
spotify:track:4AtZRwSR8BOTTQg5ihSggt,PRBLMS,6LACK,122,Driving,0.3115,2.6652,"{""Seasonal/Summer"": 0.09016393442622951, ""Workout"": 0.16393442622950818, ""Party"": 0.22131147540983606, ""Driving"": 0.3114754098360656, ""Romance/Wedding"": 0.03278688524590164, ""DailyRoutine"": 0.03278688524590164, ""Gaming"": 0.01639344262295082, ""Sleep/Relax"": 0.10655737704918032, ""Holiday"": 0.00819672131147541, ""Study/Focus"": 0.01639344262295082}"
spotify:track:6jG2YzhxptolDzLHTGLt7S,Drunk in Love,Beyoncé,373,Party,0.4504,2.294,"{""Seasonal/Summer"": 0.06702412868632708, ""Party"": 0.450402144772118, ""Driving"": 0.15013404825737264, ""Workout"": 0.21447721179624665, ""Romance/Wedding"": 0.04825737265415549, ""Sleep/Relax"": 0.01876675603217158, ""Study/Focus"": 0.021447721179624665, ""Holiday"": 0.013404825737265416, ""DailyRoutine"": 0.013404825737265416, ""Gaming"": 0.002680965147453083}"
spotify:track:19woxaSpjOefa2JnAOoqW5,Garden (Say It Like Dat),SZA,13,Sleep/Relax,0.3846,2.2878,"{""Seasonal/Summer"": 0.15384615384615385, ""Workout"": 0.07692307692307693, ""DailyRoutine"": 0.23076923076923078, ""Sleep/Relax"": 0.38461538461538464, ""Romance/Wedding"": 0.07692307692307693, ""Party"": 0.07692307692307693}"
spotify:track:2WlOO5UM3eoEQt7Z2z3PU1,Might Be,Anderson .Paak,6,Seasonal/Summer,0.3333,2.2516,"{""Seasonal/Summer"": 0.3333333333333333, ""Driving"": 0.16666666666666666, ""Party"": 0.16666666666666666, ""Workout"": 0.16666666666666666, ""Sleep/Relax"": 0.16666666666666666}"
spotify:track:1mXVgsBdtIVeCLJnSnmtdV,Too Good At Goodbyes,Sam Smith,71,Sleep/Relax,0.2958,2.5981,"{""Seasonal/Summer"": 0.1267605633802817, ""Sleep/Relax"": 0.29577464788732394, ""Driving"": 0.29577464788732394, ""Workout"": 0.09859154929577464, ""DailyRoutine"": 0.04225352112676056, ""Study/Focus"": 0.056338028169014086, ""Gaming"": 0.014084507042253521, ""Romance/Wedding"": 0.028169014084507043, ""Party"": 0.04225352112676056}"
spotify:track:5bcTCxgc7xVfSaMV3RuVke,Feels,Calvin Harris,299,Party,0.3077,2.5089,"{""Seasonal/Summer"": 0.24414715719063546, ""Workout"": 0.1605351170568562, ""Party"": 0.3076923076923077, ""Driving"": 0.16722408026755853, ""Gaming"": 0.010033444816053512, ""Romance/Wedding"": 0.013377926421404682, ""DailyRoutine"": 0.020066889632107024, ""Sleep/Relax"": 0.05016722408026756, ""Study/Focus"": 0.023411371237458192, ""Holiday"": 0.0033444816053511705}"
spotify:track:2ekn2ttSfGqwhhate0LSR0,New Rules,Dua Lipa,149,Workout,0.349,2.4563,"{""Seasonal/Summer"": 0.1610738255033557, ""DailyRoutine"": 0.04697986577181208, ""Party"": 0.15436241610738255, ""Driving"": 0.21476510067114093, ""Workout"": 0.348993288590604, ""Holiday"": 0.013422818791946308, ""Sleep/Relax"": 0.040268456375838924, ""Study/Focus"": 0.013422818791946308, ""Romance/Wedding"": 0.006711409395973154}"
spotify:track:6QgjcU0zLnzq5OrUoSZ3OK,Feel It Still,Portugal. The Man,304,Driving,0.273,2.5765,"{""Seasonal/Summer"": 0.14802631578947367, ""Driving"": 0.2730263157894737, ""DailyRoutine"": 0.02631578947368421, ""Party"": 0.24013157894736842, ""Workout"": 0.18421052631578946, ""Sleep/Relax"": 0.07894736842105263, ""Study/Focus"": 0.02631578947368421, ""Holiday"": 0.009868421052631578, ""Romance/Wedding"": 0.013157894736842105}"
spotify:track:2rb5MvYT7ZIxbKW5hfcHx8,Mi Gente,J Balvin,254,Workout,0.3937,2.2686,"{""Seasonal/Summer"": 0.07480314960629922, ""Workout"": 0.3937007874015748, ""Party"": 0.3031496062992126, ""Driving"": 0.12992125984251968, ""Sleep/Relax"": 0.015748031496062992, ""Romance/Wedding"": 0.023622047244094488, ""DailyRoutine"": 0.03543307086614173, ""Holiday"": 0.003937007874015748, ""Gaming"": 0.011811023622047244, ""Study/Focus"": 0.007874015748031496}"
spotify:track:7vGuf3Y35N4wmASOKLUVVU,Silence,Marshmello,203,Driving,0.2167,2.7985,"{""Seasonal/Summer"": 0.18226600985221675, ""DailyRoutine"": 0.04926108374384237, ""Party"": 0.15270935960591134, ""Sleep/Relax"": 0.12807881773399016, ""Workout"": 0.20689655172413793, ""Driving"": 0.21674876847290642, ""Gaming"": 0.014778325123152709, ""Romance/Wedding"": 0.014778325123152709, ""Holiday"": 0.009852216748768473, ""Worship"": 0.0049261083743842365, ""Study/Focus"": 0.019704433497536946}"
spotify:track:1wjzFQodRWrPcQ0AnYnvQ9,I Like Me Better,Lauv,151,Driving,0.2715,2.6349,"{""Seasonal/Summer"": 0.25165562913907286, ""Party"": 0.13245033112582782, ""Driving"": 0.271523178807947, ""Workout"": 0.1456953642384106, ""DailyRoutine"": 0.039735099337748346, ""Sleep/Relax"": 0.10596026490066225, ""Study/Focus"": 0.026490066225165563, ""Holiday"": 0.013245033112582781, ""Romance/Wedding"": 0.013245033112582781}"
spotify:track:4iLqG9SeJSnt0cSPICSjxv,Attention,Charlie Puth,259,Driving,0.2548,2.5762,"{""Seasonal/Summer"": 0.16988416988416988, ""Party"": 0.23166023166023167, ""Driving"": 0.2548262548262548, ""Study/Focus"": 0.023166023166023165, ""Workout"": 0.19305019305019305, ""DailyRoutine"": 0.04247104247104247, ""Romance/Wedding"": 0.011583011583011582, ""Sleep/Relax"": 0.0694980694980695, ""Holiday"": 0.003861003861003861}"
spotify:track:4FjPJhlEIWB9QVKFTc78Nn,Cross My Mind,A R I Z O N A,51,Driving,0.2549,2.5284,"{""Seasonal/Summer"": 0.1568627450980392, ""Workout"": 0.23529411764705882, ""Party"": 0.19607843137254902, ""DailyRoutine"": 0.0392156862745098, ""Driving"": 0.2549019607843137, ""Sleep/Relax"": 0.0784313725490196, ""Study/Focus"": 0.0392156862745098}"
spotify:track:7qdgz117gc5StS0u2ViinE,Born Again,Saint Motel,12,Driving,0.5,1.7296,"{""Seasonal/Summer"": 0.25, ""Workout"": 0.16666666666666666, ""Driving"": 0.5, ""Sleep/Relax"": 0.08333333333333333}"
spotify:track:4gHSezW5CHZCvjAUjF2pd5,Another Day in Paradise,Quinn XCII,111,Seasonal/Summer,0.3423,2.5701,"{""Seasonal/Summer"": 0.34234234234234234, ""Workout"": 0.10810810810810811, ""Sleep/Relax"": 0.11711711711711711, ""Party"": 0.15315315315315314, ""Driving"": 0.1981981981981982, ""Gaming"": 0.018018018018018018, ""DailyRoutine"": 0.02702702702702703, ""Romance/Wedding"": 0.018018018018018018, ""Study/Focus"": 0.018018018018018018}"
spotify:track:49VzL5oBsUICN7U34T98b9,Instinct (feat. MadeinTYO),Roy Woods,24,Party,0.2917,2.5255,"{""Seasonal/Summer"": 0.125, ""Party"": 0.2916666666666667, ""DailyRoutine"": 0.041666666666666664, ""Sleep/Relax"": 0.125, ""Driving"": 0.125, ""Workout"": 0.25, ""Romance/Wedding"": 0.041666666666666664}"
spotify:track:39KG4kom3enSx4GTThuDGt,Coaster,Khalid,67,Sleep/Relax,0.4179,2.4376,"{""Seasonal/Summer"": 0.14925373134328357, ""Sleep/Relax"": 0.417910447761194, ""DailyRoutine"": 0.05970149253731343, ""Romance/Wedding"": 0.029850746268656716, ""Workout"": 0.029850746268656716, ""Party"": 0.04477611940298507, ""Driving"": 0.1791044776119403, ""Study/Focus"": 0.08955223880597014}"
spotify:track:7F9vK8hNFMml4GtHsaXui6,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,85,Driving,0.2706,2.4701,"{""Seasonal/Summer"": 0.17647058823529413, ""Driving"": 0.27058823529411763, ""Workout"": 0.21176470588235294, ""Party"": 0.2, ""DailyRoutine"": 0.047058823529411764, ""Sleep/Relax"": 0.08235294117647059, ""Romance/Wedding"": 0.011764705882352941}"
spotify:track:0CokSRCu5hZgPxcZBaEzVE,Glorious (feat. Skylar Grey),Macklemore,149,Workout,0.349,2.465,"{""Seasonal/Summer"": 0.16778523489932887, ""Driving"": 0.24161073825503357, ""Workout"": 0.348993288590604, ""Sleep/Relax"": 0.040268456375838924, ""Party"": 0.12751677852348994, ""Gaming"": 0.020134228187919462, ""DailyRoutine"": 0.020134228187919462, ""Holiday"": 0.013422818791946308, ""Romance/Wedding"": 0.013422818791946308, ""Study/Focus"": 0.006711409395973154}"
spotify:track:6EpRaXYhGOB3fj4V2uDkMJ,Strip That Down,Liam Payne,363,Workout,0.281,2.4437,"{""Seasonal/Summer"": 0.15702479338842976, ""Party"": 0.2699724517906336, ""Workout"": 0.2809917355371901, ""Driving"": 0.19559228650137742, ""Study/Focus"": 0.01928374655647383, ""Sleep/Relax"": 0.027548209366391185, ""DailyRoutine"": 0.03305785123966942, ""Gaming"": 0.005509641873278237, ""Holiday"": 0.005509641873278237, ""Romance/Wedding"": 0.005509641873278237}"
spotify:track:3hBBKuWJfxlIlnd9QFoC8k,What Lovers Do (feat. SZA),Maroon 5,118,Workout,0.3136,2.4823,"{""Seasonal/Summer"": 0.13559322033898305, ""DailyRoutine"": 0.03389830508474576, ""Party"": 0.17796610169491525, ""Workout"": 0.3135593220338983, ""Driving"": 0.23728813559322035, ""Sleep/Relax"": 0.059322033898305086, ""Study/Focus"": 0.03389830508474576, ""Holiday"": 0.00847457627118644}"
spotify:track:3PEgB3fkiojxms35ntsTgs,More Than You Know,Axwell /\ Ingrosso,114,Workout,0.3333,2.2629,"{""Seasonal/Summer"": 0.18421052631578946, ""Party"": 0.2543859649122807, ""Workout"": 0.3333333333333333, ""DailyRoutine"": 0.008771929824561403, ""Driving"": 0.17543859649122806, ""Gaming"": 0.008771929824561403, ""Sleep/Relax"": 0.017543859649122806, ""Holiday"": 0.008771929824561403, ""Romance/Wedding"": 0.008771929824561403}"
spotify:track:7nZmah2llfvLDiUjm0kiyz,Friends (with BloodPop®),Justin Bieber,141,Workout,0.3759,2.3456,"{""Seasonal/Summer"": 0.1276595744680851, ""Party"": 0.22695035460992907, ""DailyRoutine"": 0.03546099290780142, ""Workout"": 0.375886524822695, ""Sleep/Relax"": 0.04964539007092199, ""Driving"": 0.16312056737588654, ""Romance/Wedding"": 0.014184397163120567, ""Study/Focus"": 0.0070921985815602835}"
spotify:track:0Qh38w01QRXK6KHIv0e3hb,What About Us,P!nk,47,Driving,0.3404,2.2435,"{""Seasonal/Summer"": 0.1276595744680851, ""Party"": 0.1276595744680851, ""Workout"": 0.3191489361702128, ""Study/Focus"": 0.0425531914893617, ""Gaming"": 0.02127659574468085, ""Driving"": 0.3404255319148936, ""Sleep/Relax"": 0.02127659574468085}"
spotify:track:6WbADFqMvR8N5u0BvtsWQE,Without You (feat. Sandro Cavazza),Avicii,54,Workout,0.3889,2.4457,"{""Seasonal/Summer"": 0.14814814814814814, ""Party"": 0.12962962962962962, ""DailyRoutine"": 0.018518518518518517, ""Sleep/Relax"": 0.05555555555555555, ""Workout"": 0.3888888888888889, ""Driving"": 0.2037037037037037, ""Gaming"": 0.018518518518518517, ""Study/Focus"": 0.018518518518518517, ""Worship"": 0.018518518518518517}"
spotify:track:1j4kHkkpqZRBwE0A4CN4Yv,Dusk Till Dawn - Radio Edit,ZAYN,48,Driving,0.25,2.5848,"{""Seasonal/Summer"": 0.1875, ""Driving"": 0.25, ""DailyRoutine"": 0.0625, ""Workout"": 0.22916666666666666, ""Sleep/Relax"": 0.08333333333333333, ""Party"": 0.14583333333333334, ""Study/Focus"": 0.041666666666666664}"
spotify:track:5AEtlRudpgdT5FtNiuly6Y,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,61,Workout,0.2951,2.4207,"{""Seasonal/Summer"": 0.19672131147540983, ""DailyRoutine"": 0.04918032786885246, ""Party"": 0.22950819672131148, ""Workout"": 0.29508196721311475, ""Sleep/Relax"": 0.04918032786885246, ""Driving"": 0.16393442622950818, ""Study/Focus"": 0.01639344262295082}"
spotify:track:4c2W3VKsOFoIg2SFaO6DY5,Your Song,Rita Ora,72,Workout,0.3611,2.169,"{""Seasonal/Summer"": 0.125, ""Workout"": 0.3611111111111111, ""Party"": 0.125, ""DailyRoutine"": 0.013888888888888888, ""Sleep/Relax"": 0.041666666666666664, ""Driving"": 0.3194444444444444, ""Gaming"": 0.013888888888888888}"
