sample_id,name_key,name,n_playlists,has_purpose,purpose_note,confidence,model,standard_category
1442,day drinking,day drinking,102,yes,for day drinking,high,gpt-4o-mini,Party
1443,drunk,DRUNK,102,yes,for getting drunk,high,gpt-4o-mini,Other_Purpose
1448,summer party,Summer Party,102,yes,for summer parties,high,gpt-4o-mini,Party
1450,after party,AFTER PARTY,101,yes,for after parties,high,gpt-4o-mini,Party
1451,bachelorette party,bachelorette party,101,yes,for bachelorette parties,high,gpt-4o-mini,Party
1452,breakup,Breakup,101,yes,for dealing with breakup,high,gpt-4o-mini,Other_Purpose
1453,christmas!!,CHRISTMAS!!,101,yes,for Christmas,high,gpt-4o-mini,Holiday
1455,go hard,Go hard,101,yes,for going hard,mid,gpt-4o-mini,Other_Purpose
1456,gym music,gym music,101,yes,for gym workouts,high,gpt-4o-mini,Workout
1459,just dance,Just Dance,101,yes,for dancing,high,gpt-4o-mini,Party
1464,pick me up,Pick Me Up,101,yes,for uplifting mood,mid,gpt-4o-mini,Workout
1469,running music,Running Music,101,yes,for running,high,gpt-4o-mini,Workout
1471,sex playlist,SEX PLAYLIST,101,yes,for sexual activities,high,gpt-4o-mini,Other_Purpose
1472,wedding cocktail hour,Wedding Cocktail Hour,101,yes,for wedding cocktail hour,high,gpt-4o-mini,Romance/Wedding
1473,working,Working,101,yes,for working,mid,gpt-4o-mini,Study/Focus
1474,workout 1,workout 1,101,yes,for workout,high,gpt-4o-mini,Workout
1477,your perfect running mix,Your Perfect Running Mix,101,yes,for running,high,gpt-4o-mini,Workout
1494,merry christmas,MERRY CHRISTMAS,100,yes,Christmas celebration music,high,gpt-4o-mini,Party
1497,party!,party!,100,yes,Party atmosphere,high,gpt-4o-mini,Party
1501,workout songs,workout songs,100,yes,Workout motivation,high,gpt-4o-mini,Workout
1508,pre-ceremony,Pre-Ceremony,99,yes,Pre-ceremony music,high,gpt-4o-mini,Other_Purpose
1510,road trips,road trips,99,yes,Road trip playlist,high,gpt-4o-mini,Driving
1521,dance!,Dance!,98,yes,for dancing,high,gpt-4o-mini,Party
1525,just chillin,just chillin,98,yes,for relaxing,mid,gpt-4o-mini,Sleep/Relax
1535,bachelorette,Bachelorette,97,yes,for a bachelorette party,high,gpt-4o-mini,Party
1542,get hyped,Get hyped,97,yes,to get hyped,high,gpt-4o-mini,Other_Purpose
1544,kick back,Kick Back,97,yes,for relaxing,mid,gpt-4o-mini,Sleep/Relax
1552,slow dance,Slow Dance,97,yes,for slow dancing,high,gpt-4o-mini,Party
1553,sunset,Sunset,97,yes,for sunset moments,mid,gpt-4o-mini,Other_Purpose
1558,yoga flow,yoga flow,97,yes,for yoga practice,high,gpt-4o-mini,Other_Purpose
1564,anytime,anytime,96,yes,anytime listening,mid,gpt-4o-mini,Other_Purpose
1566,break up,Break Up,96,yes,post-breakup mood,mid,gpt-4o-mini,Other_Purpose
1567,church music,Church Music,96,yes,worship context,mid,gpt-4o-mini,Worship
1574,mix it up,mix it up,96,yes,varied listening,mid,gpt-4o-mini,Other_Purpose
1575,party list,Party List,96,yes,party atmosphere,high,gpt-4o-mini,Party
1576,praise him,Praise Him,96,yes,worship context,mid,gpt-4o-mini,Worship
1578,shower tunes,Shower Tunes,96,yes,shower time,high,gpt-4o-mini,DailyRoutine
1580,sing alongs,Sing Alongs,96,yes,singing along,high,gpt-4o-mini,Other_Purpose
1586,christmas tunes,CHRISTMAS TUNES,95,yes,holiday music,high,gpt-4o-mini,Holiday
1592,gym mix,Gym Mix,95,yes,gym workout,high,gpt-4o-mini,Workout
1603,brunch,Brunch,94,yes,for brunch gatherings,high,gpt-4o-mini,Party
1607,driving playlist,Driving Playlist,94,yes,for driving,high,gpt-4o-mini,Driving
1609,in the car,In the Car,94,yes,for car rides,high,gpt-4o-mini,Driving
1616,new years eve,New Years Eve,94,yes,for New Year's Eve,high,gpt-4o-mini,Other_Purpose
1623,christmas!!!,Christmas!!!,93,yes,for Christmas celebrations,high,gpt-4o-mini,Party
1627,drive home,drive home,93,yes,for driving home,high,gpt-4o-mini,Driving
1628,fall playlist,fall playlist,93,yes,for fall season,high,gpt-4o-mini,Seasonal/Summer
1630,lullaby,lullaby,93,yes,for sleep,high,gpt-4o-mini,Sleep/Relax
1634,recovery,recovery,93,yes,for recovery,high,gpt-4o-mini,Other_Purpose
1637,sleep music,Sleep Music,93,yes,for sleep,high,gpt-4o-mini,Sleep/Relax
1638,snowboard,snowboard,93,yes,for snowboarding,high,gpt-4o-mini,Other_Purpose
1640,work out music,work out music,93,yes,Workout music,high,gpt-4o-mini,Workout
1646,homecoming,Homecoming,92,yes,Homecoming event,mid,gpt-4o-mini,Other_Purpose
1659,bball,bball,91,yes,Basketball context,mid,gpt-4o-mini,Other_Purpose
1661,dance dance dance,dance dance dance,91,yes,Dance context,mid,gpt-4o-mini,Party
1664,halloween playlist,Halloween Playlist,91,yes,Halloween event,high,gpt-4o-mini,Holiday
1670,plane ride,plane ride,91,yes,During a plane ride,mid,gpt-4o-mini,Other_Purpose
1672,sesh,sesh,91,yes,Sesh context,mid,gpt-4o-mini,Other_Purpose
1688,chill time,chill time,89,yes,relaxing time,mid,gpt-4o-mini,Sleep/Relax
1689,country party,Country party,89,yes,party atmosphere,mid,gpt-4o-mini,Party
1692,gym 2,Gym 2,89,yes,workout session,mid,gpt-4o-mini,Workout
1696,j chillin,j chillin,89,yes,chilling out,mid,gpt-4o-mini,Sleep/Relax
1701,on the go,on the go,89,yes,on-the-go listening,mid,gpt-4o-mini,Other_Purpose
1702,on the road again,on the road again,89,yes,road trip vibes,mid,gpt-4o-mini,Driving
1705,wedding dancing,wedding dancing,89,yes,wedding celebration,mid,gpt-4o-mini,Party
1706,wrestling,Wrestling,89,yes,wrestling event,mid,gpt-4o-mini,Sleep/Relax
1713,be happy,Be Happy,88,yes,uplifting mood,mid,gpt-4o-mini,Workout
1721,holidaze,Holidaze,88,yes,holiday season vibes,high,gpt-4o-mini,Holiday
1725,walk,Walk,88,yes,walking activity,high,gpt-4o-mini,Other_Purpose
1731,beachin',beachin',87,yes,beach vibes,high,gpt-4o-mini,Seasonal/Summer
1734,christmas 2014,Christmas 2014,87,yes,Christmas celebration,high,gpt-4o-mini,Party
1743,morning coffee,Morning Coffee,87,yes,morning coffee time,high,gpt-4o-mini,DailyRoutine
1747,pump up music,Pump Up Music,87,yes,motivational music,high,gpt-4o-mini,Other_Purpose
1757,beach playlist,beach playlist,86,yes,beach listening,high,gpt-4o-mini,Seasonal/Summer
1760,drives,drives,86,yes,for driving,high,gpt-4o-mini,Driving
1761,fall feels,Fall Feels,86,yes,autumn atmosphere,mid,gpt-4o-mini,Seasonal/Summer
1770,morning mix,Morning Mix,86,yes,for morning listening,high,gpt-4o-mini,DailyRoutine
1776,summer feels,summer feels,86,yes,summer vibes,mid,gpt-4o-mini,Seasonal/Summer
1777,sunny days,Sunny Days,86,yes,for sunny days,mid,gpt-4o-mini,Seasonal/Summer
1786,campfire,Campfire,85,yes,for campfire gatherings,high,gpt-4o-mini,Party
1788,dance it out,dance it out,85,yes,for dancing,high,gpt-4o-mini,Party
1791,end of summer,End of Summer,85,yes,end of summer vibes,mid,gpt-4o-mini,Seasonal/Summer
1813,cocktail,Cocktail,84,yes,cocktail party music,high,gpt-4o-mini,Party
1815,formal,Formal,84,yes,formal event music,high,gpt-4o-mini,Other_Purpose
1822,painting,Painting,84,yes,artistic activity music,mid,gpt-4o-mini,Other_Purpose
1826,summer 17',Summer 17',84,yes,summer playlist,high,gpt-4o-mini,Seasonal/Summer
1829,alone,Alone,83,yes,solitary listening,mid,gpt-4o-mini,Other_Purpose
1833,get up,Get Up,83,yes,motivational music,high,gpt-4o-mini,Other_Purpose
1834,happy place,Happy Place,83,yes,relaxation music,high,gpt-4o-mini,Sleep/Relax
1838,mood booster,mood booster,83,yes,uplifting music,high,gpt-4o-mini,Workout
1839,morning music,Morning music,83,yes,morning playlist,high,gpt-4o-mini,DailyRoutine
1843,partayyy,Partayyy,83,yes,party atmosphere,high,gpt-4o-mini,Party
1844,sleeping,Sleeping,83,yes,sleeping time,high,gpt-4o-mini,Sleep/Relax
1851,be still,be still,82,yes,calm and relaxation,high,gpt-4o-mini,Sleep/Relax
1857,easter,Easter,82,yes,Easter celebration,high,gpt-4o-mini,Party
1859,fast,Fast,82,yes,energetic vibe,high,gpt-4o-mini,Other_Purpose
1866,riding music,Riding Music,82,yes,music for riding,high,gpt-4o-mini,Other_Purpose
1868,sleepytime,sleepytime,82,yes,time for sleep,high,gpt-4o-mini,Sleep/Relax
1871,sweet dreams,sweet dreams,82,yes,dreaming and relaxation,high,gpt-4o-mini,Sleep/Relax
1880,driving jams,driving jams,81,yes,for driving,high,gpt-4o-mini,Driving
1895,old school country,OLD SCHOOL COUNTRY,81,yes,for nostalgic listening,mid,gpt-4o-mini,Other_Purpose
1898,summer fun,Summer Fun,81,yes,for summer activities,high,gpt-4o-mini,Seasonal/Summer
1907,classic christmas,Classic Christmas,80,yes,for Christmas,high,gpt-4o-mini,Holiday
1921,morning playlist,Morning Playlist,80,yes,morning listening,high,gpt-4o-mini,DailyRoutine
1924,rock workout,ROCK Workout,80,yes,workout music,high,gpt-4o-mini,Workout
1933,sunrise,Sunrise,80,yes,sunrise listening,mid,gpt-4o-mini,DailyRoutine
1934,swim,Swim,80,yes,swimming music,mid,gpt-4o-mini,Other_Purpose
1935,tennis,tennis,80,yes,tennis activity,mid,gpt-4o-mini,Other_Purpose
1951,gym flow,Gym flow,79,yes,gym music,high,gpt-4o-mini,Workout
1964,sex music,Sex music,79,yes,romantic listening,mid,gpt-4o-mini,Romance/Wedding
1965,sundaze,sundaze,79,yes,relaxing weekend vibes,mid,gpt-4o-mini,Sleep/Relax
1968,work 2,Work 2,79,yes,workout or productivity,mid,gpt-4o-mini,Workout
1976,cookout,Cookout,78,yes,social gathering,mid,gpt-4o-mini,Party
1977,dance playlist,Dance Playlist,78,yes,dancing,high,gpt-4o-mini,Party
1980,gaming playlist,Gaming Playlist,78,yes,gaming,high,gpt-4o-mini,Gaming
1989,partyyyy,PARTYYYY,78,yes,party atmosphere,high,gpt-4o-mini,Party
1992,saturday morning,saturday morning,78,yes,weekend morning,mid,gpt-4o-mini,DailyRoutine
1996,study jams,Study Jams,78,yes,studying,high,gpt-4o-mini,Study/Focus
1997,summatime,summatime,78,yes,summer vibes,mid,gpt-4o-mini,Seasonal/Summer
2000,valentine's day,Valentine's day,78,yes,For Valentine's Day,high,gpt-4o-mini,Other_Purpose
2001,wedding jams,Wedding Jams,78,yes,For weddings,high,gpt-4o-mini,Romance/Wedding
2002,yoga 2,YOGA 2,78,yes,For yoga sessions,high,gpt-4o-mini,Other_Purpose
2007,bootcamp,Bootcamp,77,yes,For bootcamp workouts,high,gpt-4o-mini,Workout
2012,for the road,For the Road,77,yes,For road trips,high,gpt-4o-mini,Driving
2014,gaming music,gaming music,77,yes,For gaming,high,gpt-4o-mini,Gaming
2018,gym jams,Gym Jams,77,yes,For gym workouts,high,gpt-4o-mini,Workout
2023,memorial day,Memorial Day,77,yes,For Memorial Day,high,gpt-4o-mini,Other_Purpose
2030,stretch,stretch,77,yes,For stretching,high,gpt-4o-mini,Other_Purpose
2040,baby making,Baby Making,76,yes,for romantic moments,high,gpt-4o-mini,Romance/Wedding
2048,hanging out,hanging out,76,yes,for socializing,mid,gpt-4o-mini,Party
2049,in the mood,In the mood,76,yes,for romantic moments,mid,gpt-4o-mini,Romance/Wedding
2054,massage,Massage,76,yes,for relaxation,high,gpt-4o-mini,Sleep/Relax
2063,pump up songs,Pump up songs,76,yes,for motivation,high,gpt-4o-mini,Other_Purpose
2064,race day,Race day,76,yes,for race day,high,gpt-4o-mini,Other_Purpose
2066,roadtrip!,Roadtrip!,76,yes,for road trips,high,gpt-4o-mini,Driving
2071,tgif,TGIF,76,yes,for Friday celebrations,mid,gpt-4o-mini,Party
2081,country time,country time,75,yes,country music for relaxation,mid,gpt-4o-mini,Sleep/Relax
2082,dance with me,Dance with me,75,yes,dance with someone special,high,gpt-4o-mini,Party
2086,first dance,First Dance,75,yes,first dance at a wedding,high,gpt-4o-mini,Party
2091,morning vibes,Morning Vibes,75,yes,morning listening,mid,gpt-4o-mini,DailyRoutine
2094,office,Office,75,yes,music for the office,high,gpt-4o-mini,Study/Focus
2096,power hour,power hour,75,yes,music for a power hour,high,gpt-4o-mini,Other_Purpose
2104,traveling,Traveling,75,yes,music for traveling,high,gpt-4o-mini,Party
2113,boarding,Boarding,74,yes,music for boarding,mid,gpt-4o-mini,Other_Purpose
2114,cocktails,Cocktails,74,yes,music for cocktails,high,gpt-4o-mini,Other_Purpose
2115,country jamz,Country Jamz,74,yes,country music for enjoyment,mid,gpt-4o-mini,Other_Purpose
2116,country love songs,country love songs,74,yes,romantic country love songs,mid,gpt-4o-mini,Romance/Wedding
2129,movie music,Movie music,74,yes,movie soundtrack music,high,gpt-4o-mini,Other_Purpose
2133,party 2,party 2,74,yes,party music,high,gpt-4o-mini,Party
2135,sad playlist,sad playlist,74,yes,sad music,high,gpt-4o-mini,Other_Purpose
2139,soft songs,Soft songs,74,yes,soft music,mid,gpt-4o-mini,Other_Purpose
2141,spring break 2017,spring break 2017,74,yes,spring break music,high,gpt-4o-mini,Seasonal/Summer
2143,summer lovin,summer lovin,74,yes,summer-themed music,high,gpt-4o-mini,Seasonal/Summer
2146,winter is coming,winter is coming,74,yes,winter-themed music,high,gpt-4o-mini,Seasonal/Summer
2147,zone out,Zone Out,74,yes,relaxing music,mid,gpt-4o-mini,Sleep/Relax
2152,breakfast,breakfast,73,yes,breakfast music,high,gpt-4o-mini,DailyRoutine
2153,coffeehouse,coffeehouse,73,yes,coffeehouse ambiance,high,gpt-4o-mini,Other_Purpose
2156,drinking,Drinking,73,yes,drinking music,high,gpt-4o-mini,Party
2157,fall jams,Fall jams,73,yes,fall-themed music,high,gpt-4o-mini,Seasonal/Summer
2159,fourth of july,FOURTH OF JULY,73,yes,Fourth of July music,high,gpt-4o-mini,Other_Purpose
2160,lullabies,lullabies,73,yes,for soothing sleep,high,gpt-4o-mini,Sleep/Relax
2162,middle school jams,middle school jams,73,yes,nostalgic school memories,high,gpt-4o-mini,Other_Purpose
2164,netflix and chill,netflix and chill,73,yes,for relaxing with someone,high,gpt-4o-mini,Sleep/Relax
2166,nye 2015,NYE 2015,73,yes,New Year's celebration,high,gpt-4o-mini,Party
2173,summer 2012,Summer 2012,73,yes,nostalgic summer vibes,high,gpt-4o-mini,Seasonal/Summer
2179,acl 2016,ACL 2016,72,yes,for a music festival,high,gpt-4o-mini,Other_Purpose
2181,april showers,april showers,72,yes,for rainy days,mid,gpt-4o-mini,DailyRoutine
2185,camp songs,Camp Songs,72,yes,for campfire sing-alongs,high,gpt-4o-mini,Other_Purpose
2187,feel good jams,Feel Good Jams,72,yes,uplifting and fun,high,gpt-4o-mini,Workout
2192,hoe anthems,hoe anthems,72,yes,for party anthems,high,gpt-4o-mini,Party
2196,long drives,Long Drives,72,yes,for long car rides,high,gpt-4o-mini,Driving
2197,nap time,Nap Time,72,yes,for napping,high,gpt-4o-mini,Other_Purpose
2202,partyy,PARTYY,72,yes,for partying,high,gpt-4o-mini,Party
2203,red bull editions bonnaroo playlist,Red Bull Editions Bonnaroo Playlist,72,yes,Bonnaroo festival playlist,high,gpt-4o-mini,Other_Purpose
2205,singing in the shower,singing in the shower,72,yes,for shower singing,high,gpt-4o-mini,DailyRoutine
2217,endless summer,endless summer,71,yes,for summer vibes,mid,gpt-4o-mini,Seasonal/Summer
2220,jeep,jeep,71,yes,for jeep rides,mid,gpt-4o-mini,Other_Purpose
2222,july 4th,July 4th,71,yes,for July 4th celebration,high,gpt-4o-mini,Party
2223,long drive,long drive,71,yes,for long drives,high,gpt-4o-mini,Driving
2228,party country,Party Country,71,yes,for partying,high,gpt-4o-mini,Party
2231,summer!,Summer!,71,yes,for summer vibes,mid,gpt-4o-mini,Seasonal/Summer
2237,this is halloween,This Is Halloween,71,yes,for Halloween,high,gpt-4o-mini,Holiday
2244,cruise control,Cruise Control,70,yes,Driving or relaxing,mid,gpt-4o-mini,Sleep/Relax
2252,mountain music,mountain music,70,yes,Listening in nature or outdoors,mid,gpt-4o-mini,Other_Purpose
2257,one of those days,one of those days,70,yes,For a tough day,mid,gpt-4o-mini,Other_Purpose
2260,red bull editions miami music festival playlist,Red Bull Editions Miami Music Festival Playlist,70,yes,Event or festival,high,gpt-4o-mini,Other_Purpose
2262,rocket league,Rocket League,70,yes,Gaming context,mid,gpt-4o-mini,Gaming
2264,spring fling,Spring Fling,70,yes,Spring event or celebration,mid,gpt-4o-mini,Party
2269,yoga 1,Yoga 1,70,yes,Yoga practice,high,gpt-4o-mini,Other_Purpose
2271,'tis the season,'Tis the Season,69,yes,Holiday season,high,gpt-4o-mini,Holiday
2274,bike ride,Bike ride,69,yes,Outdoor activity,mid,gpt-4o-mini,Other_Purpose
2275,chill mode,Chill mode,69,yes,Relaxing or unwinding,mid,gpt-4o-mini,Sleep/Relax
2276,coding,Coding,69,yes,For coding sessions,high,gpt-4o-mini,Study/Focus
2279,dinner playlist,Dinner Playlist,69,yes,Dinner time,high,gpt-4o-mini,DailyRoutine
2296,rest,Rest,69,yes,for relaxation or sleep,high,gpt-4o-mini,Sleep/Relax
2297,run.,RUN.,69,yes,for running or exercise,high,gpt-4o-mini,Workout
2305,white girl wasted,White Girl Wasted,69,yes,for partying or drinking,high,gpt-4o-mini,Party
2307,beach day,Beach Day,68,yes,for a beach outing,high,gpt-4o-mini,Seasonal/Summer
2310,climbing,Climbing,68,yes,for climbing or outdoor activity,high,gpt-4o-mini,Other_Purpose
2322,let's go,Let's Go,68,yes,motivational or energetic vibe,mid,gpt-4o-mini,Other_Purpose
2325,nye 2016,NYE 2016,68,yes,New Year's Eve celebration,high,gpt-4o-mini,Party
2333,running 2,Running 2,68,yes,for running or jogging,high,gpt-4o-mini,Workout
2334,skating,Skating,68,yes,for skating activities,high,gpt-4o-mini,Other_Purpose
2335,sunny day,sunny day,68,yes,for a sunny day,mid,gpt-4o-mini,Seasonal/Summer
2340,2017 summer,2017 Summer,67,yes,for summer vibes,high,gpt-4o-mini,Seasonal/Summer
2346,bounce back,Bounce Back,67,yes,for recovery or motivation,mid,gpt-4o-mini,Other_Purpose
2350,congratulations,Congratulations,67,yes,for celebrations or achievements,mid,gpt-4o-mini,Party
2372,retreat,retreat,67,yes,relaxing retreat atmosphere,mid,gpt-4o-mini,Sleep/Relax
2376,study buddy,Study Buddy,67,yes,study session music,high,gpt-4o-mini,Study/Focus
2377,study sesh,Study sesh,67,yes,study session music,high,gpt-4o-mini,Study/Focus
2378,summer daze,summer daze,67,yes,summer relaxation vibes,mid,gpt-4o-mini,Sleep/Relax
2379,take a chill pill,Take a chill pill,67,yes,chill out music,mid,gpt-4o-mini,Sleep/Relax
2384,wedding - dinner,Wedding - Dinner,67,yes,wedding dinner music,high,gpt-4o-mini,DailyRoutine
2385,wedding dance party,Wedding Dance Party,67,yes,wedding dance music,high,gpt-4o-mini,Party
2397,hiking,Hiking,66,yes,music for hiking,high,gpt-4o-mini,Other_Purpose
2400,jam session,Jam session,66,yes,for jamming with friends,high,gpt-4o-mini,Other_Purpose
2404,let's dance,Let's Dance,66,yes,for dancing,high,gpt-4o-mini,Party
2408,new jamz,New jamz,66,yes,for new music,mid,gpt-4o-mini,Other_Purpose
2414,slow flow,slow flow,66,yes,for a slow vibe,mid,gpt-4o-mini,Other_Purpose
2415,slow music,Slow music,66,yes,for relaxation,high,gpt-4o-mini,Sleep/Relax
2419,swerve,swerve,66,yes,for swerving,low,gpt-4o-mini,Other_Purpose
2422,workouts,Workouts,66,yes,for workouts,high,gpt-4o-mini,Workout
2424,anxiety,Anxiety,65,yes,for anxiety relief,mid,gpt-4o-mini,Other_Purpose
2428,calm music,calm music,65,yes,for calming,high,gpt-4o-mini,Sleep/Relax
2429,car mix,Car mix,65,yes,for car rides,high,gpt-4o-mini,Driving
2433,dishes,dishes,65,yes,for doing dishes,mid,gpt-4o-mini,Other_Purpose
2441,halloween 2017,Halloween 2017,65,yes,Halloween event,high,gpt-4o-mini,Holiday
2442,halloweenie,halloweenie,65,yes,Halloween celebration,mid,gpt-4o-mini,Party
2449,rap workout,Rap workout,65,yes,Workout session,high,gpt-4o-mini,Workout
2452,springtime,Springtime,65,yes,Spring season,mid,gpt-4o-mini,Seasonal/Summer
2455,vibe with me,vibe with me,65,yes,Chill session,mid,gpt-4o-mini,Sleep/Relax
2467,church songs,church songs,64,yes,Religious context,mid,gpt-4o-mini,Worship
2469,cycling,Cycling,64,yes,Cycling activity,high,gpt-4o-mini,Other_Purpose
